Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144
05.04.2017 01:00;7,70636;9,31516;10,5781;12,5341;11,7344;21,8486;16,7578;10,1166;11,5464;6,29898;19,8524;13,6225;13,7186;10,4448;11,5649;9,96046;30,3;25,5;35,7;13,1;14,8;19,5;32,5;25,8;9,7;37,6;4,2;35,6;4,0;19,0;22,3;14,14;25,4;17,6;54,313433;28,2;15,05531;23,0;16,1;15,32;11,25;23,8;17,8666;6,76168;;9,82821;14,2005;10,6323;15,1075;63,421;64,7722;26,1328;43,0365;33,4669;12,0902;8,39803;3,18932;13,4971;30,8969;9,34053;9,28754;13,382764;15,16;5,8555;33,62;18,04;25,829608;83,57;17,87;19,64491;39,557464;29,5;69,3;34,177049;57,52;13,1365;17,1975;16,7725;6,9;6,4;7,8;2,4;28,2;7,33447;2,57376;16,9801;12,6643;4,26518;10,687;39,3;33,5;23,8;30,6428;54,8514;48,9978;22,8362;41,7523;24,6998;;13,8071;10,8209;9,76409;29,9;9,87957;20,2;8,6;;11,0;12,3;5,93;13,6772;12,8465;29,807;15,2949;15,8993;28,0634;20,8169;39,5981;18,2353;11,7206;24,6207;8,13127;16,4209;20,3761;5,7753;26,1429;7,25976;36,1968;6,54488;29,0669;42,4055;5,66884;20,3294;17,0125;11,9767;16,3218;12,543;11,7572;19,2712;13,4849;11,4369;7,84627;19,2496;6,5555
05.04.2017 02:00;7,52251;9,14414;10,302;12,5431;10,6907;19,8514;18,4582;8,92957;8,94439;6,47743;21,0416;10,0338;9,66675;6,46203;12,0467;10,7199;28,3;29,0;32,2;12,4;18,1;19,8;32,9;24,3;8,9;30,8;5,7;34,7;6,1;15,8;19,0;16,17;27,5;18,5;52,605473;38,9;17,10222;36,3;17,9;24,07;11,57;16,7;15,6257;6,1721;;8,54823;13,282;10,8092;17,3487;50,4322;54,6673;20,8594;29,1893;25,042;10,4454;10,2942;3,27164;10,5272;15,7039;8,70945;11,6531;18,6;14,36;5,8555;29,92;15,64;23,023956;75,77;19,07;18,145528;47,531377;27,3;60,7;29,877482;34,02;12,2729;17,9105;17,6956;4,2;3,1;8,7;2,2;19,4;;1,86611;19,4693;19,0212;3,72253;10,3673;39,7;31,0;23,1;25,6883;44,7438;43,1346;23,5285;43,9565;23,5949;;13,6627;8,66369;7,8653;28,0;13,5839;26,2;9,9;;21,0;10,7;4,715;16,227;13,2693;29,1314;14,1552;16,9345;38,2543;24,8093;28,4129;19,5664;14,3952;26,4738;7,4249;13,9379;39,9619;5,54639;15,2185;23,183;23,7974;5,94844;31,7208;35,1351;5,4243;19,6329;23,9926;14,8993;15,894;11,7086;22,2764;22,7371;16,8378;12,0275;11,1265;12,5815;8,61834
05.04.2017 03:00;8,39143;8,65446;10,8373;13,5886;10,2584;16,0437;13,867;8,88921;7,87393;6,5555;21,0033;13,0531;8,48556;6,53213;11,3791;8,54398;20,9;22,1;26,3;15,7;20,9;18,2;35,0;22,9;8,9;24,6;5,2;31,4;6,3;14,1;18,2;22,96;23,6;17,3;50,397512;55,1;16,41354;31,0;26,5;37,63;13,5;21,8;11,5639;7,00026;;7,80786;12,7897;10,3567;13,7377;58,3569;41,5626;23,5208;28,3783;22,1227;13,7898;10,2508;3,363;23,4332;18,1412;12,9662;12,6967;13,4;13,96;6,3335;26,72;14,34;19,818305;65,87;14,17;19,346146;38,10529;25,9;60,2;22,977915;27,62;18,5007;14,119;23,1904;10,6;2,2;13,3;2,0;19,1;15,8662;2,06232;16,596;21,0862;3,88792;12,8938;38,6;31,1;21,8;26,8297;46,6314;35,5715;23,3477;36,432;19,0427;;11,6154;8,51665;;33,8;12,0921;25,8;8,9;;28,0;12,9;3,355;13,2241;13,9555;32,9353;32,4424;15,4542;29,9186;30,6047;29,0226;16,8724;14,1605;31,2681;9,13797;12,9543;21,8791;5,1863;11,5841;31,1401;22,3432;5,38016;30,9794;34,7628;5,21555;25,2282;31,2451;15,3104;15,5406;23,5942;30,1129;28,8246;13,3235;14,9322;12,6846;9,98914;11,8358
05.04.2017 04:00;9,4587;9,85742;11,3806;14,1663;11,3971;19,2712;12,8213;10,3811;8,09341;6,3659;21,5206;14,4961;8,71713;5,74556;12,001;9,9509;20,2;21,7;22,2;25,0;19,1;19,2;31,1;17,9;10,5;26,5;5,0;24,6;7,0;16,1;18,6;26,32;29,5;18,1;49,889552;73,8;19,62738;48,2;24,8;42,57;17,51;33,6;10,7563;8,13046;;8,4675;12,9055;10,8888;17,8634;55,1129;42,0258;21,262;41,6014;26,9552;18,1215;13,909;3,59137;23,6583;37,7949;42,0243;18,0243;11,6;12,36;6,214;25,22;14,34;19,312653;68,57;21,27;26,546764;55,379203;20,1;62,1;19,478347;31,92;32,3887;10,5647;28,4276;13,3;2,5;26,5;1,9;20,2;11,284;2,00441;20,4362;19,5077;4,28848;30,6679;38,8;30,7;23,5;27,4608;50,2141;29,5493;25,3786;32,5385;17,7952;;12,9514;14,2108;5,90702;34,6;10,9171;38,2;9,5;;41,0;10,5;1,665;16,4719;14,9672;34,8905;24,8698;18,3168;32,1742;46,4988;28,9889;20,2783;21,203;42,0661;15,9471;13,7441;18,6452;4,95892;9,79103;24,1321;25,2556;7,65012;26,1781;32,7648;5,60593;32,3521;29,4701;14,6341;14,8058;17,6795;43,1767;38,7885;;11,0694;7,05825;11,3403;
05.04.2017 05:00;9,82693;7,10096;17,3891;13,3294;13,0494;18,9457;17,4728;11,6531;9,45651;5,91605;22,8006;33,4504;8,63958;7,665;11,9781;12,8954;22,3;27,0;18,8;27,6;17,3;16,8;42,8;16,9;12,0;34,1;;31,0;14,7;22,6;22,9;25,27;28,3;25,1;53,781592;88,9;36,71047;58,8;47,9;53,89;33,92;41,9;12,6357;8,45529;;9,96258;13,7446;12,4407;22,3948;64,2379;48,2807;32,2108;44,2713;34,6419;21,8733;15,7737;4,04176;34,1441;42,5411;19,1752;22,2207;12,5;12,36;6,214;24,92;15,64;17,507002;74,77;31,27;44,147382;56,453116;32,7;65,4;44,27878;53,42;26,0637;10,9882;22,6593;9,6;5,2;38,8;1,6;28,1;11,3789;2,28696;22,8649;29,6094;5,2754;41,5191;38,8;29,9;21,2;26,4234;50,3076;27,3502;27,9851;30,0926;19,5013;;11,892;17,7833;7,29675;32,2;16,7559;56,2;;;47,0;15,1;1,245;19,9278;19,0552;54,7066;29,2961;34,2926;33,9173;57,9049;75,1028;24,5441;25,5279;34,0639;17,4031;13,1901;43,9776;5,44654;18,5374;14,6608;27,6918;30,3094;22,2065;31,1614;5,32848;27,9148;35,3491;41,737;17,7956;26,4021;38,8534;47,4354;13,0616;15,3034;9,41054;18,9612;9,96152
05.04.2017 06:00;13,9249;5,26544;18,3276;16,3431;14,143;18,7664;13,822;15,0352;12,0085;5,92986;25,2708;41,4692;10,4841;11,7986;15,9031;15,5095;29,5;28,2;17,7;30,4;17,4;16,8;41,4;22,1;12,7;45,5;4,6;41,4;8,2;46,5;33,8;27,93;25,1;42,8;66,273632;82,0;67,28021;57,5;52,0;60,26;35,79;41,9;18,0907;8,81257;;12,3223;15,9248;18,8475;29,5616;79,229;57,6978;36,6249;67,0289;39,498;21,2641;10,5387;7,14079;52,5683;81,8151;38,5732;;13,9;12,16;6,3335;28,22;37,94;17,20135;97,57;54,77;41,848;50,327029;56,9;80,6;65,379213;67,12;19,5821;10,96;14,1345;17,4;11,7;45,5;1,4;35,7;16,7977;5,89055;46,9677;28,2137;15,6955;34,7957;36,7;30,6;24,2;29,548;46,0764;33,5912;23,5986;30,405;17,889;;12,6874;20,6516;9,70552;25,7;22,6635;60,2;;;44,0;18,7;1,46;25,9512;25,8502;51,2139;44,5507;61,6105;32,3856;63,8056;116,02;29,8979;24,5857;38,4811;20,7541;13,0382;43,4555;5,66749;26,9491;26,6214;31,0968;37,1002;21,5139;33,7043;5,38345;33,4025;28,1172;19,5968;14,045;23,0991;32,8503;46,6209;18,7562;24,0078;9,02856;36,4613;8,61356
05.04.2017 07:00;19,649;5,41415;17,3137;16,6386;14,7351;31,3199;19,4426;21,7771;15,6183;6,22993;33,7611;47,4373;11,5432;15,0113;17,9542;23,4167;33,9;30,3;15,0;27,7;17,8;15,6;38,3;23,5;24,7;48,3;4,5;33,4;8,3;39,2;39,6;26,88;23,9;52,7;71,165672;82,5;83,65549;63,1;37,4;57,69;45,38;39,9;24,975;9,26401;;11,6637;16,815;28,0974;16,1176;72,5296;64,2352;42,3349;65,2911;43,2063;23,1538;26,7197;16,9929;38,4036;69,1264;45,1553;45,5465;14,5;10,56;5,975;32,92;34,44;17,495699;93,17;54,17;51,848618;66,300942;84,5;63,8;79,079646;69,22;22,5202;13,2158;17,5368;18,7;28,5;64,8;1,7;30,9;19,1911;9,15954;34,4312;28,2509;23,9064;39,3984;27,5;35,3;28,8;33,0969;39,7508;35,405;24,7071;34,3267;27,2291;;12,4565;21,4102;14,6528;32,1;23,1342;64,9;;;51,0;23,1;2,025;32,6128;25,5183;51,7244;40,9085;60,4963;23,0278;64,8182;117,178;25,1516;60,3107;29,7507;30,3238;17,3095;28,7326;5,16379;29,6999;32,2592;42,4936;27,4175;33,6079;32,4599;10,4286;30,9722;26,6089;14,9483;9,50836;26,735;38,4562;45,7041;35,4904;32,9995;12,6509;40,5221;7,49823
05.04.2017 08:00;;8,85044;13,8721;18,8592;14,3639;28,7649;20,1036;22,4572;16,609;6,38024;23,3333;44,8974;13,4812;13,8137;16,0146;24,5065;34,0;23,8;15,4;25,8;17,4;15,8;43,6;29,5;36,7;67,3;4,6;20,9;10,0;57,2;32,5;21,56;25,0;51,5;101,557711;81,9;76,46261;62,0;31,6;46,77;41,8;46,2;19,1901;13,2115;;13,5832;16,3434;25,5146;15,0055;79,6077;57,0546;61,0385;67,696;36,1901;26,5157;34,5377;14,9545;45,7908;55,0506;55,9993;29,0704;14,3;11,76;5,6165;41,62;14,24;29,690047;73,07;59,17;45,849236;62,074855;103,3;67,9;91,380078;55,52;21,8319;;18,95;24,6;20,5;63,0;2,3;46,2;24,7212;10,5064;41,5874;20,1126;12,2824;53,7176;28,1;39,7;26,6;37,8573;42,3642;40,6501;10,8675;51,7732;33,5382;;15,4942;12,88;21,6474;33,3;21,0305;67,0;21,3;;57,0;28,4;1,89;29,4012;22,3642;50,3542;36,7187;54,1676;16,225;45,6407;66,5348;24,4237;62,2019;26,6308;29,0915;14,7307;15,8717;12,5146;28,0641;31,8932;42,02;13,9836;56,8381;33,2114;6,57007;17,3815;17,9123;34,7988;12,3185;29,2748;38,6266;47,2162;50,5998;34,2259;14,0094;46,3426;12,2586
05.04.2017 09:00;;10,541;12,7031;16,3814;14,6358;21,0334;9,93206;21,2125;15,2248;5,65421;11,8082;45,0871;11,2319;12,608;18,1151;19,2416;34,7;32,2;24,9;28,0;28,7;23,3;46,3;31,5;27,8;63,7;3,8;10,5;5,7;63,7;21,6;19,25;21,0;47,8;108,149751;79,8;74,76004;52,6;22,0;43,69;45,89;39,3;15,8813;13,4486;;12,2389;17,7455;22,372;16,1479;73,6502;42,2398;69,3259;64,6792;45,5166;22,5016;27,2633;12,7706;54,373;55,6225;55,1831;17,746;18,4;14,26;4,8995;25,22;14,24;28,484396;63,07;50,87;34,349854;65,648768;110,9;68,3;95,780511;40,42;20,0829;9,83434;18,6156;29,0;34,4;64,1;2,1;50,2;22,1125;3,3067;32,0487;14,1647;20,8832;63,3276;33,9;44,7;36,5;40,6372;52,4246;20,6056;4,4318;49,3968;16,6667;;10,3639;15,5488;21,0171;37,5;21,0153;50,6;;;37,0;25,6;2,935;27,63;20,6613;34,9567;27,6964;33,9219;18,753;31,5485;54,0528;24,1835;48,7539;21,9121;28,5923;14,758;;8,99118;30,9834;38,1619;20,0308;11,1852;;44,616;8,18333;11,8491;12,9022;27,3249;14,6113;30,1938;24,6329;29,4031;58,9151;27,9269;13,0596;34,239;15,8091
05.04.2017 10:00;16,9921;9,41607;12,0217;14,3776;16,1001;22,0019;10,9206;18,8517;15,0067;6,54648;10,029;43,3031;9,6471;12,9612;17,4157;18,3988;30,9;22,5;36,8;14,2;16,2;14,4;36,4;34,4;30,7;64,8;3,1;5,7;5,4;25,2;21,4;16,31;17,3;14,5;75,241791;68,2;40,45995;32,0;16,3;42,26;33,28;11,0;18,8104;9,5053;;10,7885;18,0195;23,1904;15,6449;63,4019;28,236;;35,5377;38,4315;22,3348;25,4752;9,99657;54,5223;62,7055;28,819;10,9319;19,7;12,56;3,4655;16,02;14,84;16,278744;69,07;35,97;18,050472;41,022681;95,1;39,6;101,780944;34,42;17,5702;13,1984;17,737;8,6;47,5;62,0;1,2;18,0;18,8645;2,32574;30,3055;23,0343;17,9252;65,1742;39,8;49,0;;49,1399;57,7205;11,0847;4,9067;29,1313;16,4486;;;26,1925;11,4391;46,1;18,3486;23,4;11,4;;8,0;30,5;3,305;25,4046;20,3007;21,151;18,0585;30,6264;17,7535;25,4291;43,7338;25,0702;36,1485;18,804;24,7802;13,3474;;7,07015;26,6421;35,3789;9,89087;11,1857;20,6854;38,1768;9,11983;9,85672;9,67659;19,86;23,5413;19,6897;19,1211;21,9441;35,5754;16,6445;11,0693;25,6145;5,89427
05.04.2017 11:00;12,88;6,086;11,3605;14,4452;15,3194;11,7525;14,0824;18,3701;15,3712;6,18426;8,86642;44,9952;9,25674;11,0275;15,0145;19,0361;30,3;15,3;23,6;33,6;17,1;14,9;35,9;22,6;23,5;51,8;2,7;3,6;4,6;16,1;15,5;11,9;15,3;10,8;80,233831;44,7;27,3559;17,4;9,6;29,97;16,68;8,8;20,3331;10,5864;;11,6058;17,1714;19,3776;17,6414;65,6645;34,143;43,8443;41,9615;25,8382;19,7069;25,5268;5,46142;82,9712;81,594;31,2769;7,78928;28,5;7,16;2,5095;12,22;7,44;6,373093;49,07;22,47;13,55109;19,496594;96,1;18,2;73,681376;24,52;20,0983;18,1949;17,1974;3,8;20,2;25,4;0,8;;8,89125;2,0384;23,8749;8,53549;15,3681;38,709;50,1;22,9;27,4;31,56;50,2001;14,0627;4,8973;15,7525;14,4367;;;28,0577;12,2373;11,0;21,9576;21,1;7,6;;10,0;16,0;3,31;22,3348;19,5943;19,4689;;22,0394;15,6014;24,8273;47,1887;24,0595;31,241;22,3848;23,0394;14,8499;;4,90322;23,7763;21,0846;6,94363;12,4816;9,8943;20,1466;8,42901;10,1903;8,93183;16,568;17,7359;10,0452;17,6871;20,795;35,5685;13,3484;10,3489;18,6355;4,16763
05.04.2017 12:00;18,9178;8,69216;11,9388;14,9899;14,3023;10,2965;11,5077;18,7541;16,6968;7,86469;10,7662;44,5464;9,15901;11,9856;13,8933;17,7003;31,3;13,9;17,5;18,9;15,3;12,1;48,2;31,9;18,3;50,7;2,7;3,5;4,2;10,2;11,7;11,62;8,4;10,3;82,825871;37,7;30,81843;18,8;7,7;11,57;17,56;7,2;19,6793;11,1808;;11,4555;18,9548;20,9013;13,631;68,6217;30,139;38,4408;45,0749;14,3426;17,3684;15,9452;5,0036;73,0777;69,018;32,5632;8,1345;27,3;7,36;2,39;10,52;7,84;5,067441;27,97;14,57;12,651708;14,570507;71,2;14,9;81,081809;24,82;18,5475;17,8214;15,9742;3,2;7,2;6,4;1,1;7,2;6,358;4,29297;18,1553;5,98297;9,9995;40,8971;27,1;21,8;20,5;27,4857;25,3873;;6,7467;27,3783;;;6,75054;30,404;10,5958;12,6;21,2652;20,4;6,4;;9,0;9,7;2,77;20,0914;19,0632;;7,9417;22,1792;15,1568;25,0137;57,4115;21,1629;28,4012;26,3208;18,9714;14,1732;;4,12726;18,6128;15,9;7,03133;10,3174;9,5225;17,8655;8,27697;9,69481;8,23978;14,6847;30,0238;12,8335;19,5056;22,0135;34,9715;11,1544;11,5651;18,2748;3,74115
05.04.2017 13:00;18,7837;6,4939;15,9248;15,5495;15,8021;11,015;13,7843;19,2384;15,3202;8,24444;13,2539;53,8748;9,87867;12,9549;13,7515;14,0883;29,8;15,0;18,0;9,8;14,4;13,5;30,3;22,1;18,3;59,4;3,2;3,3;3,9;11,9;13,1;11,97;9,1;17,2;104,61791;29,2;30,83756;;5,8;12,19;16,7;10,3;16,0783;8,20099;;11,3382;19,3906;24,7354;9,42404;70,7599;21,4043;39,5221;42,6036;13,1467;33,1052;12,7466;4,20321;53,0346;61,304;34,9066;5,38759;16,9;7,06;2,7485;9,82;9,44;5,96179;20,17;10,97;12,052326;11,94442;97,8;16,0;72,382242;23,32;18,5098;17,5385;17,122;2,7;3,7;6,3;2,2;6,2;5,20895;3,9127;17,8202;5,96225;;23,1984;48,6;25,5;32,3;38,9922;22,5661;15,804;5,111;;31,073;;9,00359;35,807;9,69968;13,9;27,2274;18,7;1,7;;18,0;29,6;3,19;22,1208;17,149;23,0458;10,4268;22,7211;14,5259;22,526;58,3564;19,6517;31,206;25,403;22,1339;17,7683;;3,65086;17,8947;33,6733;6,56617;13,8811;8,1852;15,4006;8,26624;10,4153;7,40693;16,3371;25,9618;12,6936;21,4962;19,595;58,4716;7,25126;15,79;18,2681;3,57225
05.04.2017 14:00;22,2909;7,7999;15,4606;14,0659;14,4558;11,51;14,0793;25,0196;16,1723;7,6719;13,7675;54,936;12,4551;17,123;15,4081;16,8622;35,3;16,7;13,3;11,4;10,5;8,6;25,8;16,3;15,7;50,6;2,8;4,1;4,0;15,4;11,4;6,72;9,1;18,1;74,90995;16,3;26,3994;13,8;6,7;11,91;15,28;14,2;29,2659;7,05974;;14,4988;26,7499;25,6038;9,16698;81,2111;20,3856;37,1427;49,2786;12,1533;22,2291;9,22067;3,69972;52,4849;65,3263;41,8867;3,81603;9,0;7,36;2,7485;14,52;11,64;6,356138;16,97;9,57;13,752944;18,818333;102,3;18,9;50,582674;29,52;17,6324;18,3529;18,9022;3,1;3,0;8,1;2,4;6,4;5,25762;3,95996;16,6294;7,23002;13,2636;20,5179;42,8;26,1;27,1;30,5551;29,8758;11,6296;8,6142;16,5575;28,0722;;6,76492;29,3147;10,183;14,1;24,4926;30,2;2,1;;14,0;10,9;2,085;21,6221;17,3572;17,5054;10,2212;22,4868;12,8609;26,2332;66,3288;27,0075;30,1129;25,2198;23,5564;21,996;;4,09805;19,4068;53,7606;8,00492;12,6936;10,0791;16,9069;6,83405;11,1435;8,47586;16,5909;12,0495;25,0613;28,8717;20,835;46,8063;8,2285;11,9221;22,696;3,46709
05.04.2017 15:00;20,8262;11,9187;14,7373;13,8276;14,0983;14,7482;12,9154;25,5252;18,1298;8,22797;16,816;47,8297;14,9529;18,6367;13,6846;19,6655;37,0;21,0;12,3;15,3;6,5;6,0;25,2;24,3;15,2;61,5;5,5;4,5;2,5;19,9;11,9;9,59;11,9;12,9;92,40199;21,1;18,76653;14,3;13,7;10,36;17,17;11,7;34,522;8,29691;;17,9786;29,4655;26,1402;7,22948;89,8677;15,7018;35,8383;49,0465;10,0732;18,9192;9,3259;3,94509;36,661;42,4013;37,2717;4,17719;7,1;9,06;2,5095;13,12;13,64;9,950487;14,67;10,57;13,253562;21,992246;141,4;17,2;63,283107;31,02;19,0425;16,8258;15,706;8,7;5,4;7,8;2,8;7,9;4,71101;4,43903;17,7267;13,8615;14,2426;16,1835;30,6;24,8;22,3;25,9838;30,7911;11,004;4,788;12,376;20,5056;;5,27465;28,0227;14,2184;10,1;30,7359;58,5;4,0;;32,0;15,3;2,17;19,889;17,0115;15,5477;9,04854;19,0793;12,9729;27,161;52,1355;19,7067;28,7097;25,9719;25,2925;14,9811;15,8654;8,94497;22,9509;36,7083;8,99205;13,9895;11,2805;23,5118;5,72609;15,0396;9,2523;17,8687;9,24472;22,0586;30,805;23,7308;45,3617;20,1615;11,8533;44,4529;6,03183
05.04.2017 16:00;19,1275;9,92912;13,9496;16,1587;14,8164;19,3011;14,7458;25,0695;17,5773;9,59718;9,72411;48,1404;13,7776;17,5267;12,6436;13,3952;59,2;33,6;8,7;24,6;5,4;5,2;19,8;17,6;14,5;48,2;5,3;4,1;3,9;26,7;19,0;9,66;13,0;12,4;65,09403;12,6;21,31082;14,1;10,7;16,88;19,17;14,5;35,764;7,77781;;14,8212;27,2672;32,2623;8,57851;76,7817;28,2248;24,839;58,4233;11,4243;21,9296;10,1452;4,32431;13,8779;25,9573;22,0494;4,31687;5,3;7,66;2,9875;18,62;21,24;13,951315;20,47;10,47;13,75418;17,136886;113,6;23,5;45,98354;26,82;16,4607;15,9414;14,6686;4,7;4,5;13,8;2,6;9,5;4,55368;1,96724;;7,25445;11,3165;11,1735;24,7;26,4;17,5;33,7899;27,3516;8,7987;3,1996;16,8913;20,9658;;5,92022;18,1821;16,5315;8,1;22,3443;71,6;5,4;;29,0;19,4;5,03;20,7558;16,7013;21,9492;8,88708;19,9874;14,4489;26,4876;42,7518;20,1472;25,6585;19,9698;30,7932;12,4885;17,6382;10,9659;19,9634;45,1689;10,3887;21,049;12,4431;22,3146;5,74287;18,5248;10,2931;21,9931;7,73099;18,3247;39,9024;39,5802;63,5719;28,5575;10,9114;22,7809;7,09936
05.04.2017 17:00;18,4667;9,19194;11,1857;19,8003;18,0307;16,3717;15,4785;25,565;17,1742;9,31675;10,2149;59,0056;13,7717;17,6335;18,2256;14,5408;47,1;22,2;9,0;48,0;6,1;6,5;31,4;20,6;12,7;44,0;5,4;5,7;7,0;14,9;23,5;11,34;19,9;12,6;56,88607;13,0;18,88131;14,8;8,6;19,24;18,52;15,5;33,9173;6,78664;;11,0944;18,6303;22,5011;13,4163;110,33;44,8306;34,9025;59,7973;14,6054;20,3803;13,9922;4,57924;13,6549;50,9565;45,7598;4,30784;4,2;8,46;3,4655;20,62;16,74;20,552754;25,97;14,77;16,254799;26,388191;115,7;31,8;50,483973;26,02;15,4729;16,5632;16,0704;7,9;6,2;12,1;1,5;10,8;16,7112;1,83499;;8,20074;12,922;17,9011;23,4;17,8;17,4;25,3296;12,1462;9,6442;4,3471;15,9831;18,8742;;6,38512;16,9412;12,4445;8,0;19,8719;18,4;10,6;;38,0;15,2;1,425;24,9882;17,1804;19,0791;9,37942;21,094;14,4324;24,4008;37,3743;16,6016;25,0546;22,6179;26,0485;12,3499;16,0374;10,098;16,8915;25,1731;13,7013;14,3777;12,5339;19,9554;6,26591;20,3018;10,5386;20,1039;11,5797;24,0837;34,6545;40,9887;39,3883;;;20,7319;4,94836
05.04.2017 18:00;17,2602;9,79156;11,2192;20,0644;17,1342;17,376;14,6007;27,7022;19,4148;6,27189;7,36704;58,7195;16,8952;23,127;20,0234;16,2138;39,3;30,1;10,2;52,3;4,2;10,7;37,9;21,8;9,6;32,9;5,9;11,2;7,8;22,3;35,8;17,78;12,5;18,1;54,278109;17,8;21,6169;18,8;9,4;21,32;20,54;19,3;;6,79587;;11,3897;19,487;16,7029;23,4974;109,658;46,5057;34,3549;77,8704;22,4472;22,1967;12,9241;6,07326;21,066;55,1503;44,2214;11,6058;3,8;11,26;4,8995;26,72;24,34;20,354193;35,67;9,97;11,055417;21,039495;117,9;52,7;55,784405;35,92;18,019;19,828;17,4374;8,1;11,8;18,9;3,1;32,4;7,939;1,77816;;5,40157;28,0715;31,5771;18,6;12,6;12,0;17,2628;10,5938;8,0208;3,1202;16,3758;13,7182;;4,25032;13,1369;9,12821;7,7;18,6375;42,7;6,5;;30,0;32,8;5,725;23,9011;15,6444;23,251;11,7875;21,8449;17,0248;21,8127;35,9514;21,8596;31,7758;26,1832;22,5746;13,0143;18,6016;8,72934;25,0084;20,426;9,46259;13,0361;11,6501;35,9987;3,86227;15,795;8,70123;21,3944;8,69054;9,8694;27,5694;37,6488;34,8866;22,1877;12,1147;23,8687;6,3335
05.04.2017 19:00;20,2347;9,87282;12,4535;19,8359;16,3035;15,9971;12,6914;27,6507;25,1302;6,19222;5,9835;59,1318;22,8185;26,4606;21,0819;16,2201;29,9;27,4;12,9;42,0;6,7;12,1;23,0;11,8;11,4;41,0;3,8;79,7;8,8;38,0;33,5;23,94;7,5;20,7;51,370149;24,7;24,869;18,2;10,6;21,49;17,77;13,2;;5,87504;;13,3548;18,6489;16,7576;19,0285;119,045;53,3241;36,8118;82,5973;53,3057;23,7056;10,6549;8,07183;33,357;62,6506;41,1622;17,8884;4,0;10,76;5,258;34,42;17,74;23,655632;33,17;9,17;9,556035;12,9908;69,9;39,9;51,184838;31,72;23,6737;20,1366;17,0248;7,6;19,5;20,6;3,8;24,2;10,1499;2,87862;;12,8863;34,4859;24,3666;7,1;13,1;11,5;20,0064;8,891;9,0884;4,3981;13,1136;13,225;;3,90276;13,3705;8,48131;6,8;8,71534;21,0;12,5;;24,0;17,5;5,75;21,9413;15,859;23,6785;11,2622;21,3405;20,1509;25,223;23,6334;24,2575;27,7957;24,4354;19,7765;14,5907;13,956;14,6645;22,4729;18,8141;5,50188;18,4614;17,9311;32,3494;3,58961;13,9279;11,0783;21,2674;16,6755;10,0962;26,3872;37,2575;28,5005;15,1887;8,97313;25,1752;4,87401
05.04.2017 20:00;16,558;9,6726;11,5506;14,2173;11,6829;13,2986;9,35996;25,9607;21,6468;8,15999;6,61818;52,8222;29,4979;24,0516;28,3242;14,818;24,7;13,8;17,1;11,7;6,6;7,7;22,4;18,4;14,0;48,7;2,7;80,3;4,9;38,4;12,6;24,92;7,8;11,8;43,562189;15,5;19,5126;19,4;10,3;20,28;19,89;11,5;;5,33894;;9,84043;19,1317;13,5428;20,734;99,9668;45,129;46,2587;69,6011;30,6394;24,5379;16,2397;8,13715;41,7915;54,9213;34,876;9,927;6,9;6,46;3,824;15,92;16,64;14,55707;10,87;10,47;9,856653;20,842104;46,8;18,6;31,285271;15,02;22,2865;14,5021;16,7964;3,1;17,8;12,7;6,8;3,7;10,5188;4,85807;;29,7242;24,141;33,9316;9,7;13,1;9,8;18,1199;11,9989;9,8211;4,8086;13,1614;18,4975;;4,52542;13,9395;8,24523;7,7;11,339;37,6;14,5;;25,0;15,9;4,87;22,6742;19,034;25,6208;10,1394;12,2736;16,9164;20,5795;20,5067;24,627;16,4942;21,0766;24,7784;16,1357;13,6437;9,67419;18,0981;9,3295;6,34623;15,1946;15,5883;30,4359;3,69847;10,1539;11,9595;22,3934;13,9554;13,3973;9,8229;11,1919;29,6185;14,3299;9,57904;23,0168;3,99289
